index,cell_type,category,target_cell_type,general_cell_type,parental_cell_type,donor_tissue,CellType,Treatment,progenitor cell type,Comment,SRR_accession,QC_summary,SRX_accession,SRS_accession,SRP_accession,GSE_accession,Sample_name,Library_name,SampleName,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
283,IPS,standard,NA,IPS,lymphocyte,lymphocyte,IPS,untreated,immortalized lymphoblastoid cell line,PMID: 27554056:source_cell:EBV-immortalized B-lymphocyte cell lines,SRR1564415,PASS,SRX691525,SRS693808,SRP046066,Human iPSCs derived from a human immortalized lymphoblastoid cell line,,HI,Human iPSCs derived from a human immortalized lymphoblastoid cell line,2015-09-03 22:41:14,2014-09-05 20:47:27,66713623,10007043450,0,150,6227,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1564415/SRR1564415.1,HI,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP046066,PRJNA260224,NA,260224,SRS693808,SAMN03018661,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,CHUNG-ANG UNIVERSITY,SRA181227,,public,3523BC0D95BC31782BF8D14158293947,0F985558511F66A1E0161DDD5E014D57
284,IPS,standard,NA,IPS,fibroblast,FIB,IPS,untreated,fibroblast,(AST isogenic = ASTiso) iPSCs were generated,SRR7608021,PASS,SRX4472923,SRS3598313,SRP155367,ASTiso_iPSC_2,,WTCHG_262,ASTiso_iPSC_2,2018-08-01 00:44:10,2018-07-26 12:31:50,55420581,8313087150,55420581,150,3474,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007429/SRR7608021,WTCHG_262,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP155367,PRJNA482747,2,482747,SRS3598313,SAMN09711625,simple,9606,Homo sapiens,,,,,female,,no,,,,,EARLHAM INSTITUTE,SRA745158,,public,956F4131BC3288992151F09B2A61138F,D80D4B2596578C6C0FA03698F6EED1DF
285,IPS,standard,NA,IPS,fibroblast,FIB,IPS,untreated,fibroblast,"(AST isogenic = ASTiso) iPSCs were generated; iPS cells derived from patients with ~1 Mb SNCA triplication, corrected for SNCA dosage by CRISPR",SRR7608022,PASS,SRX4472922,SRS3598312,SRP155367,ASTiso_iPSC_1,,WTCHG_261,ASTiso_iPSC_1,2018-08-01 00:44:10,2018-07-26 12:34:32,49970841,7495626150,49970841,150,3156,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007429/SRR7608022,WTCHG_261,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP155367,PRJNA482747,2,482747,SRS3598312,SAMN09711624,simple,9606,Homo sapiens,,,,,female,,no,,,,,EARLHAM INSTITUTE,SRA745158,,public,56F52EC47F03418E116788F4058974E2,A28C72FE57178F41ADC4964CF271B874
286,IPS,standard,NA,IPS,fibroblast,FIB,IPS,untreated,fibroblast,Parkinson's patient; PMID:28973645; ND34391G (alpha-synuclein triplication = AST) PD patient-derived iPSCs were obtained from the Coriell Institute,SRR7608023,PASS,SRX4472921,SRS3598309,SRP155367,AST_iPSC_3,,WTCHG_259,AST_iPSC_3,2018-08-01 00:44:10,2018-07-26 12:36:17,49171612,7375741800,49171612,150,3093,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007429/SRR7608023,WTCHG_259,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP155367,PRJNA482747,2,482747,SRS3598309,SAMN09711623,simple,9606,Homo sapiens,,,,,female,,no,,,,,EARLHAM INSTITUTE,SRA745158,,public,7BCFC77137280CD1B2E1752CEBD77E44,F7B87BD61B1580D0BD9B642A010CC320
287,IPS,standard,NA,IPS,fibroblast,FIB,IPS,untreated,fibroblast,Parkinson's patient; PMID:28973645; ND34391G (alpha-synuclein triplication = AST) PD patient-derived iPSCs were obtained from the Coriell Institute,SRR7608024,PASS,SRX4472920,SRS3598311,SRP155367,AST_iPSC_2,,WTCHG_258,AST_iPSC_2,2018-08-01 00:44:10,2018-07-26 12:38:21,51842694,7776404100,51842694,150,3230,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007429/SRR7608024,WTCHG_258,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP155367,PRJNA482747,2,482747,SRS3598311,SAMN09711622,simple,9606,Homo sapiens,,,,,female,,no,,,,,EARLHAM INSTITUTE,SRA745158,,public,ECF9C6B6C761B0929E1E2DFC4C084705,CDF4BAEA1C9C863CC838E9E57933A942
288,IPS,standard,NA,IPS,fibroblast,FIB,IPS,untreated,fibroblast,Parkinson's patient; PMID:28973645; ND34391G (alpha-synuclein triplication = AST) PD patient-derived iPSCs were obtained from the Coriell Institute,SRR7608025,PASS,SRX4472919,SRS3598308,SRP155367,AST_iPSC_1,,WTCHG_257,AST_iPSC_1,2018-08-01 00:44:10,2018-07-26 12:33:33,58581491,8787223650,58581491,150,3676,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007429/SRR7608025,WTCHG_257,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP155367,PRJNA482747,2,482747,SRS3598308,SAMN09711621,simple,9606,Homo sapiens,,,,,female,,no,,,,,EARLHAM INSTITUTE,SRA745158,,public,F4C33AB256611C44A199B46B3AFCCAFF,6AF770D19A2BB6866FB3C5F2F463E2C9
289,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474899,FAIL(2),ERX1546036,ERS1223090,ERP016268,SAMEA4051980,,GIS_Prenatal_Midbrain_1,SAMEA4051980,2016-08-29 05:41:13,2016-09-30 02:58:16,56057123,11323538846,56057123,202,4497,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474899/ERR1474899.2,GIS_Prenatal_Midbrain_1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223090,SAMEA4051980,simple,9606,Homo sapiens,,,,,male,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,AF09117E49568B9A4445D244A2E57FE7,5020FCA5460C88A705D4A5A6D1B496D2
290,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474900,FAIL(2),ERX1546037,ERS1223091,ERP016268,SAMEA4051981,,GIS_Prenatal_Midbrain_10,SAMEA4051981,2016-08-29 05:41:13,2016-09-30 03:02:23,58956930,11909299860,58956930,202,4616,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474900/ERR1474900.2,GIS_Prenatal_Midbrain_10,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223091,SAMEA4051981,simple,9606,Homo sapiens,,,,,,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,B68561AD3FAD56963D45AD2378805C36,D22BDBEE070E216CBFBCD947EA7AEDD2
291,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474901,FAIL(2),ERX1546038,ERS1223092,ERP016268,SAMEA4051982,,GIS_Prenatal_Midbrain_2,SAMEA4051982,2016-08-29 05:41:13,2016-09-30 03:04:41,62603387,12645884174,62603387,202,4865,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474901/ERR1474901.2,GIS_Prenatal_Midbrain_2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223092,SAMEA4051982,simple,9606,Homo sapiens,,,,,male,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,2472950BA6D0A0115EEF87AE2CEE1AB7,22396987F4CA02901733390F60BA3A89
292,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474902,"WARN(2,8)",ERX1546039,ERS1223093,ERP016268,SAMEA4051983,,GIS_Prenatal_Midbrain_3,SAMEA4051983,2016-08-29 05:41:13,2016-09-30 03:03:04,53842588,10876202776,53842588,202,4419,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474902/ERR1474902.2,GIS_Prenatal_Midbrain_3,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223093,SAMEA4051983,simple,9606,Homo sapiens,,,,,male,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,79289682D1CA7FE78277A188715DFB9F,87A41A559E1ED23D37625F1785C16A3C
293,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474903,FAIL(2),ERX1546040,ERS1223094,ERP016268,SAMEA4051984,,GIS_Prenatal_Midbrain_4,SAMEA4051984,2016-08-29 05:41:13,2016-09-30 03:06:44,58089446,11734068092,58089446,202,4826,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474903/ERR1474903.2,GIS_Prenatal_Midbrain_4,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223094,SAMEA4051984,simple,9606,Homo sapiens,,,,,male,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,DA7CEF4699370C210A1735C30DACC213,71327106524437BE03BA91F14BE6A842
294,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474904,"WARN(2,8)",ERX1546041,ERS1223095,ERP016268,SAMEA4051985,,GIS_Prenatal_Midbrain_5,SAMEA4051985,2016-08-29 05:41:13,2016-09-30 03:07:59,62656182,12656548764,62656182,202,4982,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474904/ERR1474904.2,GIS_Prenatal_Midbrain_5,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223095,SAMEA4051985,simple,9606,Homo sapiens,,,,,male,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,57D1AECF8972063AB75290F53E691C35,82CD55781B8B63F82C780E12475DA93D
295,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474905,"FAIL(1,2,3,4,5,6,7)",ERX1546042,ERS1223096,ERP016268,SAMEA4051986,,GIS_Prenatal_Midbrain_6,SAMEA4051986,2016-08-29 05:41:13,2016-09-30 03:10:25,62901718,12706147036,62901718,202,5148,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474905/ERR1474905.2,GIS_Prenatal_Midbrain_6,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223096,SAMEA4051986,simple,9606,Homo sapiens,,,,,female,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,FF08A2C369E65A6E28EFCF13D2E1063A,D9B777EFEB358B0B078AA61AE3A2953C
296,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474906,FAIL(2),ERX1546043,ERS1223097,ERP016268,SAMEA4051987,,GIS_Prenatal_Midbrain_7,SAMEA4051987,2016-08-29 05:41:13,2016-09-30 03:11:16,61549854,12433070508,61549854,202,5172,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474906/ERR1474906.2,GIS_Prenatal_Midbrain_7,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223097,SAMEA4051987,simple,9606,Homo sapiens,,,,,female,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,C678EA7DFCDA1E460E0805D9E16B501F,6A519D83775F70B2FB1A3DEAF069FA9D
297,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474907,"WARN(4,6,8)",ERX1546044,ERS1223098,ERP016268,SAMEA4051988,,GIS_Prenatal_Midbrain_8,SAMEA4051988,2016-08-29 05:41:13,2016-09-30 03:12:19,63074449,12741038698,63074449,202,5223,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474907/ERR1474907.2,GIS_Prenatal_Midbrain_8,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223098,SAMEA4051988,simple,9606,Homo sapiens,,,,,,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,1304E1F97A05FBFF73AA9D9E5C0EB8A1,D97EC241241B38C0755C1AFD9D3CFADD
298,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474908,FAIL(2),ERX1546045,ERS1223099,ERP016268,SAMEA4051989,,GIS_Prenatal_Midbrain_9,SAMEA4051989,2016-08-29 05:41:13,2016-09-30 03:13:52,58975230,11912996460,58975230,202,4734,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474908/ERR1474908.2,GIS_Prenatal_Midbrain_9,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223099,SAMEA4051989,simple,9606,Homo sapiens,,,,,female,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,28F46D3E477F2EC20C83444DC95573A3,AEE2BD0E1030342913F10AC95F410E60
299,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474899,FAIL(2),ERX1546036,ERS1223090,ERP016268,SAMEA4051980,,GIS_Prenatal_Midbrain_1,SAMEA4051980,2016-08-29 05:41:13,2016-09-30 02:58:16,56057123,11323538846,56057123,202,4497,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474899/ERR1474899.2,GIS_Prenatal_Midbrain_1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223090,SAMEA4051980,simple,9606,Homo sapiens,,,,,male,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,AF09117E49568B9A4445D244A2E57FE7,5020FCA5460C88A705D4A5A6D1B496D2
300,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474900,FAIL(2),ERX1546037,ERS1223091,ERP016268,SAMEA4051981,,GIS_Prenatal_Midbrain_10,SAMEA4051981,2016-08-29 05:41:13,2016-09-30 03:02:23,58956930,11909299860,58956930,202,4616,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474900/ERR1474900.2,GIS_Prenatal_Midbrain_10,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223091,SAMEA4051981,simple,9606,Homo sapiens,,,,,,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,B68561AD3FAD56963D45AD2378805C36,D22BDBEE070E216CBFBCD947EA7AEDD2
301,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474901,FAIL(2),ERX1546038,ERS1223092,ERP016268,SAMEA4051982,,GIS_Prenatal_Midbrain_2,SAMEA4051982,2016-08-29 05:41:13,2016-09-30 03:04:41,62603387,12645884174,62603387,202,4865,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474901/ERR1474901.2,GIS_Prenatal_Midbrain_2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223092,SAMEA4051982,simple,9606,Homo sapiens,,,,,male,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,2472950BA6D0A0115EEF87AE2CEE1AB7,22396987F4CA02901733390F60BA3A89
302,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474902,"WARN(2,8)",ERX1546039,ERS1223093,ERP016268,SAMEA4051983,,GIS_Prenatal_Midbrain_3,SAMEA4051983,2016-08-29 05:41:13,2016-09-30 03:03:04,53842588,10876202776,53842588,202,4419,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474902/ERR1474902.2,GIS_Prenatal_Midbrain_3,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223093,SAMEA4051983,simple,9606,Homo sapiens,,,,,male,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,79289682D1CA7FE78277A188715DFB9F,87A41A559E1ED23D37625F1785C16A3C
303,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474903,FAIL(2),ERX1546040,ERS1223094,ERP016268,SAMEA4051984,,GIS_Prenatal_Midbrain_4,SAMEA4051984,2016-08-29 05:41:13,2016-09-30 03:06:44,58089446,11734068092,58089446,202,4826,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474903/ERR1474903.2,GIS_Prenatal_Midbrain_4,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223094,SAMEA4051984,simple,9606,Homo sapiens,,,,,male,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,DA7CEF4699370C210A1735C30DACC213,71327106524437BE03BA91F14BE6A842
304,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474904,"WARN(2,8)",ERX1546041,ERS1223095,ERP016268,SAMEA4051985,,GIS_Prenatal_Midbrain_5,SAMEA4051985,2016-08-29 05:41:13,2016-09-30 03:07:59,62656182,12656548764,62656182,202,4982,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474904/ERR1474904.2,GIS_Prenatal_Midbrain_5,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223095,SAMEA4051985,simple,9606,Homo sapiens,,,,,male,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,57D1AECF8972063AB75290F53E691C35,82CD55781B8B63F82C780E12475DA93D
305,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474905,"FAIL(1,2,3,4,5,6,7)",ERX1546042,ERS1223096,ERP016268,SAMEA4051986,,GIS_Prenatal_Midbrain_6,SAMEA4051986,2016-08-29 05:41:13,2016-09-30 03:10:25,62901718,12706147036,62901718,202,5148,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474905/ERR1474905.2,GIS_Prenatal_Midbrain_6,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223096,SAMEA4051986,simple,9606,Homo sapiens,,,,,female,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,FF08A2C369E65A6E28EFCF13D2E1063A,D9B777EFEB358B0B078AA61AE3A2953C
306,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474906,FAIL(2),ERX1546043,ERS1223097,ERP016268,SAMEA4051987,,GIS_Prenatal_Midbrain_7,SAMEA4051987,2016-08-29 05:41:13,2016-09-30 03:11:16,61549854,12433070508,61549854,202,5172,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474906/ERR1474906.2,GIS_Prenatal_Midbrain_7,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223097,SAMEA4051987,simple,9606,Homo sapiens,,,,,female,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,C678EA7DFCDA1E460E0805D9E16B501F,6A519D83775F70B2FB1A3DEAF069FA9D
307,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474907,"WARN(4,6,8)",ERX1546044,ERS1223098,ERP016268,SAMEA4051988,,GIS_Prenatal_Midbrain_8,SAMEA4051988,2016-08-29 05:41:13,2016-09-30 03:12:19,63074449,12741038698,63074449,202,5223,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474907/ERR1474907.2,GIS_Prenatal_Midbrain_8,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223098,SAMEA4051988,simple,9606,Homo sapiens,,,,,,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,1304E1F97A05FBFF73AA9D9E5C0EB8A1,D97EC241241B38C0755C1AFD9D3CFADD
308,fetal midbrain,standard,NA,fetal brain,NA,,fetal midbrain,control,NA,"ventral half of the midbrain was dissected from second trimester prenatal brainstem under visual inspection, using a scalpel and hand-held dental drill",ERR1474908,FAIL(2),ERX1546045,ERS1223099,ERP016268,SAMEA4051989,,GIS_Prenatal_Midbrain_9,SAMEA4051989,2016-08-29 05:41:13,2016-09-30 03:13:52,58975230,11912996460,58975230,202,4734,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/ERR1474908/ERR1474908.2,GIS_Prenatal_Midbrain_9,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,185,25,ILLUMINA,Illumina HiSeq 2000,ERP016268,PRJEB14617,NA,340123,ERS1223099,SAMEA4051989,simple,9606,Homo sapiens,,,,,female,,no,,,,,The Lieber Institute for Brain Development,ERA665505,,public,28F46D3E477F2EC20C83444DC95573A3,AEE2BD0E1030342913F10AC95F410E60
309,fetal forebrain,standard,NA,fetal brain,NA,,fetal forebrain,control,NA,10 w post conception,ERR2598051,PASS,ERX2614332,ERS2510157,ERP109002,SAMEA4689973,,5664sTS.Human.Forebrain.10w.Female_s,SAMEA4689973,2019-02-19 08:08:21,2019-02-24 04:09:36,35951148,3631065948,0,101,1236,,https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598051,5664sTS.Human.Forebrain.10w.Female_s,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP109002,PRJEB26969,NA,523155,ERS2510157,SAMEA4689973,simple,9606,Homo sapiens,,,,,female,,no,,,,,Lausanne Genomics Technology Facility,ERA1500097,,public,4A3C96CFB611353E1D627B4CB6A32F43,BDBA22A2CD42ACBF6A9D51164DA0DD21
310,fetal hindbrain,standard,NA,fetal brain,NA,,fetal hindbrain,control,NA,10 w post conception,ERR2598056,"WARN(4,6)",ERX2614337,ERS2510162,ERP109002,SAMEA4689978,,3653sTS.Human.Hindbrain.10w.Male_s,SAMEA4689978,2019-02-19 08:08:22,2019-02-24 04:16:35,46175127,4663687827,0,101,1773,,https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598056,3653sTS.Human.Hindbrain.10w.Male_s,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP109002,PRJEB26969,NA,523155,ERS2510162,SAMEA4689978,simple,9606,Homo sapiens,,,,,male,,no,,,,,Lausanne Genomics Technology Facility,ERA1500097,,public,CE20FDC52B33749B4EC901DC7C805102,8D2A5787B854D2A4CA364ACCA4B0D757
311,fetal hindbrain,standard,NA,fetal brain,NA,,fetal hindbrain,control,NA,10 w post conception,ERR2598057,PASS,ERX2614338,ERS2510163,ERP109002,SAMEA4689979,,5743sTS.Human.Hindbrain.10w.Female_s,SAMEA4689979,2019-02-19 08:08:22,2019-02-24 04:19:25,41069878,4148057678,0,101,1554,,https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598057,5743sTS.Human.Hindbrain.10w.Female_s,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP109002,PRJEB26969,NA,523155,ERS2510163,SAMEA4689979,simple,9606,Homo sapiens,,,,,female,,no,,,,,Lausanne Genomics Technology Facility,ERA1500097,,public,EB1E6EC5448352DDE40FE42CDEFAA252,E4527D53D3257EE5CD7D1BB4339A115B
